episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-12.0,-246.0,-82.13992989607245,108.53333333333333,15,19,8170,0,8170,False,15,1,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-32-23,1639431143,63.234261989593506,63.234261989593506,11061,0b17c14f4ddd,172.17.0.4,63.234261989593506,0,1,"[-246.0, -29.0, -17.343721157431226, -12.0, -62.0, -157.0, -94.83146910993766, -37.74435316615458, -173.14490209710362, -65.0, -195.0, -30.0, -62.03450291045938, -33.0, -18.0]","[269, 30, 26, 13, 63, 158, 180, 184, 278, 66, 196, 31, 81, 34, 19]",1.1301920198232558,8.08483021995031,0.2328975940064138,53.14149565228361,0.0,30998.248,263.563,170.255,47986.859,32047.139,254.937,9.006,8170,8170,8170,8170,39.151648351648355,8.034065934065934,0.20000000000000004,0.00010000000000000003,44.30206266628799,-0.06694840719442695,44.362294896443686,-0.08291180210728799,0.03358024870626308,2.795953025356416,0.0
-12.0,-500.0,-249.21843295187406,315.77142857142854,20,19,16340,0,16340,False,35,2,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-33-24,1639431204,60.90742349624634,124.14168548583984,11061,0b17c14f4ddd,172.17.0.4,124.14168548583984,0,2,"[-246.0, -29.0, -17.343721157431226, -12.0, -62.0, -157.0, -94.83146910993766, -37.74435316615458, -173.14490209710362, -65.0, -195.0, -30.0, -62.03450291045938, -33.0, -18.0, -438.39175580441946, -449.01682756468654, -466.34481113776565, -470.4924137070774, -418.24452511390183, -349.52592446655035, -198.57002259045834, -252.6121528558433, -500.0, -155.0, -447.3406816190828, -351.58508099243033, -379.3283299111246, -203.03977888077492, -500.0, -420.09829098366424, -443.754537018581, -60.88638766203356, -493.0, -493.3146845661104]","[269, 30, 26, 13, 63, 158, 180, 184, 278, 66, 196, 31, 81, 34, 19, 500, 500, 500, 500, 500, 500, 500, 500, 500, 162, 500, 500, 500, 500, 500, 500, 500, 262, 500, 500]",1.09557443629817,8.054083216572371,0.22959875590016027,53.539434231578014,0.0,46198.39,176.846,168.956,48355.671,31856.86,256.46,8.797,16340,16340,16340,16340,41.83448275862069,8.724137931034482,0.3,0.00010000000000000003,47.80700648112963,-0.1281530823879024,47.92085834216046,0.012858889019617471,0.04767077164417785,2.8858019926214733,0.0
12.191143807023598,-500.0,-217.00164978145278,304.7910447761194,32,19,24510,0,24510,False,67,3,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-34-25,1639431265,61.3055145740509,185.44720005989075,11061,0b17c14f4ddd,172.17.0.4,185.44720005989075,0,3,"[-246.0, -29.0, -17.343721157431226, -12.0, -62.0, -157.0, -94.83146910993766, -37.74435316615458, -173.14490209710362, -65.0, -195.0, -30.0, -62.03450291045938, -33.0, -18.0, -438.39175580441946, -449.01682756468654, -466.34481113776565, -470.4924137070774, -418.24452511390183, -349.52592446655035, -198.57002259045834, -252.6121528558433, -500.0, -155.0, -447.3406816190828, -351.58508099243033, -379.3283299111246, -203.03977888077492, -500.0, -420.09829098366424, -443.754537018581, -60.88638766203356, -493.0, -493.3146845661104, -123.79323097312567, 10.910278230905607, -488.0, -2.3354072235524495, -372.9557591322473, 0.15734609588962556, -361.4087543014215, 3.1855897568165776, -500.0, -395.70328711033903, 12.191143807023598, -211.51235754430078, 1.438028432428709, -500.0, -77.09389797260337, -11.277967806905343, -84.42140324201043, 11.698939669877296, -392.83372887969006, -49.762176156448774, 8.415443606674613, -175.0, -319.3293434381485, -180.4882531812255, -395.52118636723543, 7.667803827673138, -338.26462591066945, 10.614213738590266, -500.0, -92.31130596622843, -307.5760441329047, -3.155439868569113]","[269, 30, 26, 13, 63, 158, 180, 184, 278, 66, 196, 31, 81, 34, 19, 500, 500, 500, 500, 500, 500, 500, 500, 500, 162, 500, 500, 500, 500, 500, 500, 500, 262, 500, 500, 465, 49, 500, 32, 494, 26, 500, 13, 500, 500, 20, 272, 27, 500, 500, 32, 500, 15, 500, 500, 18, 175, 500, 500, 500, 24, 500, 31, 500, 134, 500, 42]",1.2487153956277224,8.033907189831814,0.2281609472718231,53.90165121542546,0.0,51316.265,159.209,167.488,48779.493,31744.127,257.37,8.708,24510,24510,24510,24510,40.066666666666656,8.741379310344827,0.4500000000000001,0.00010000000000000003,53.11029018689227,-0.09791376580614396,53.18886577442128,0.2511707645270132,0.042973753032387235,2.9111243794041295,0.0
99.72327966834087,-500.0,-194.81866145679442,295.85858585858585,32,19,32680,0,32680,False,99,4,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-35-27,1639431327,62.02585434913635,247.4730544090271,11061,0b17c14f4ddd,172.17.0.4,247.4730544090271,0,4,"[-246.0, -29.0, -17.343721157431226, -12.0, -62.0, -157.0, -94.83146910993766, -37.74435316615458, -173.14490209710362, -65.0, -195.0, -30.0, -62.03450291045938, -33.0, -18.0, -438.39175580441946, -449.01682756468654, -466.34481113776565, -470.4924137070774, -418.24452511390183, -349.52592446655035, -198.57002259045834, -252.6121528558433, -500.0, -155.0, -447.3406816190828, -351.58508099243033, -379.3283299111246, -203.03977888077492, -500.0, -420.09829098366424, -443.754537018581, -60.88638766203356, -493.0, -493.3146845661104, -123.79323097312567, 10.910278230905607, -488.0, -2.3354072235524495, -372.9557591322473, 0.15734609588962556, -361.4087543014215, 3.1855897568165776, -500.0, -395.70328711033903, 12.191143807023598, -211.51235754430078, 1.438028432428709, -500.0, -77.09389797260337, -11.277967806905343, -84.42140324201043, 11.698939669877296, -392.83372887969006, -49.762176156448774, 8.415443606674613, -175.0, -319.3293434381485, -180.4882531812255, -395.52118636723543, 7.667803827673138, -338.26462591066945, 10.614213738590266, -500.0, -92.31130596622843, -307.5760441329047, -3.155439868569113, -137.89400434494036, -136.0, -205.55464735999712, -61.0, -34.0, -241.12131148949268, -341.5616377038281, 11.449142120778593, -212.73053130134966, -195.500630930066, -65.0, -17.0, -38.68854960799209, -69.95593483746048, -75.0, -214.88847004622238, -394.04742462933064, -359.1745811534395, 3.66585310176, -50.0, 99.72327966834087, -500.0, 0.14481410011644869, -27.59062197431929, -343.02551148459327, -268.69610594149196, -9.954654980450936, -267.0374183058737, -195.98555929958812, -277.60581190884096, -90.90663055703067, -33.0]","[269, 30, 26, 13, 63, 158, 180, 184, 278, 66, 196, 31, 81, 34, 19, 500, 500, 500, 500, 500, 500, 500, 500, 500, 162, 500, 500, 500, 500, 500, 500, 500, 262, 500, 500, 465, 49, 500, 32, 494, 26, 500, 13, 500, 500, 20, 272, 27, 500, 500, 32, 500, 15, 500, 500, 18, 175, 500, 500, 500, 24, 500, 31, 500, 134, 500, 42, 500, 136, 387, 65, 34, 500, 500, 53, 500, 500, 79, 17, 114, 84, 75, 500, 500, 481, 23, 61, 204, 500, 31, 500, 500, 500, 149, 500, 224, 389, 230, 33]",1.3135891845426433,8.024848822907966,0.2262869227816727,54.03098986118355,0.0,53817.508,151.809,167.6,48746.972,31809.501,256.842,87.941,32680,32680,32680,32680,38.58314606741573,8.802247191011237,0.6750000000000002,0.00010000000000000003,85.30975127681609,-0.11506685665057552,85.40179401110578,0.14070181122390174,0.03411026870060756,2.9025318989189723,0.0
99.72327966834087,-500.0,-195.37053733625285,323.71,23,19,40850,0,40850,False,122,5,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-36-30,1639431390,62.119516372680664,309.59257078170776,11061,0b17c14f4ddd,172.17.0.4,309.59257078170776,0,5,"[-252.6121528558433, -500.0, -155.0, -447.3406816190828, -351.58508099243033, -379.3283299111246, -203.03977888077492, -500.0, -420.09829098366424, -443.754537018581, -60.88638766203356, -493.0, -493.3146845661104, -123.79323097312567, 10.910278230905607, -488.0, -2.3354072235524495, -372.9557591322473, 0.15734609588962556, -361.4087543014215, 3.1855897568165776, -500.0, -395.70328711033903, 12.191143807023598, -211.51235754430078, 1.438028432428709, -500.0, -77.09389797260337, -11.277967806905343, -84.42140324201043, 11.698939669877296, -392.83372887969006, -49.762176156448774, 8.415443606674613, -175.0, -319.3293434381485, -180.4882531812255, -395.52118636723543, 7.667803827673138, -338.26462591066945, 10.614213738590266, -500.0, -92.31130596622843, -307.5760441329047, -3.155439868569113, -137.89400434494036, -136.0, -205.55464735999712, -61.0, -34.0, -241.12131148949268, -341.5616377038281, 11.449142120778593, -212.73053130134966, -195.500630930066, -65.0, -17.0, -38.68854960799209, -69.95593483746048, -75.0, -214.88847004622238, -394.04742462933064, -359.1745811534395, 3.66585310176, -50.0, 99.72327966834087, -500.0, 0.14481410011644869, -27.59062197431929, -343.02551148459327, -268.69610594149196, -9.954654980450936, -267.0374183058737, -195.98555929958812, -277.60581190884096, -90.90663055703067, -33.0, -306.8855818174777, -33.0, 5.587197538465184, -253.0, -175.5257007409022, -165.791330587119, -263.0814445987345, -160.2156602665783, -40.68169126342474, -193.0, -24.44355411455039, -24.565469279885388, -145.03987803682708, -350.9196879379451, -268.5546827055516, -105.64126346632878, -248.35792146623115, -386.00399007162275, -150.70292342454206, -403.9927510870121, -337.568382602185, -31.458491872996046, -209.84827042713547]","[500, 500, 162, 500, 500, 500, 500, 500, 500, 500, 262, 500, 500, 465, 49, 500, 32, 494, 26, 500, 13, 500, 500, 20, 272, 27, 500, 500, 32, 500, 15, 500, 500, 18, 175, 500, 500, 500, 24, 500, 31, 500, 134, 500, 42, 500, 136, 387, 65, 34, 500, 500, 53, 500, 500, 79, 17, 114, 84, 75, 500, 500, 481, 23, 61, 204, 500, 31, 500, 500, 500, 149, 500, 224, 389, 230, 33, 500, 33, 342, 254, 307, 376, 500, 275, 500, 193, 34, 148, 342, 455, 500, 500, 406, 500, 500, 500, 500, 44, 500]",1.3810048998440367,8.00568794022899,0.22407059870207935,54.296320040320204,0.0,55572.731,147.015,167.527,48768.187,31839.497,256.6,71.996,40850,40850,40850,40850,39.65909090909091,8.834090909090907,1.0124999999999997,0.00010000000000000003,66.91475513212143,-0.11896541217562331,67.0065193894089,0.3202115829913847,0.02686559776518929,2.9986005977917745,0.0
99.72327966834087,-500.0,-161.4664028707157,306.86,21,19,49020,0,49020,False,143,6,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-37-30,1639431450,60.49483609199524,370.087406873703,11061,0b17c14f4ddd,172.17.0.4,370.087406873703,0,6,"[-500.0, -395.70328711033903, 12.191143807023598, -211.51235754430078, 1.438028432428709, -500.0, -77.09389797260337, -11.277967806905343, -84.42140324201043, 11.698939669877296, -392.83372887969006, -49.762176156448774, 8.415443606674613, -175.0, -319.3293434381485, -180.4882531812255, -395.52118636723543, 7.667803827673138, -338.26462591066945, 10.614213738590266, -500.0, -92.31130596622843, -307.5760441329047, -3.155439868569113, -137.89400434494036, -136.0, -205.55464735999712, -61.0, -34.0, -241.12131148949268, -341.5616377038281, 11.449142120778593, -212.73053130134966, -195.500630930066, -65.0, -17.0, -38.68854960799209, -69.95593483746048, -75.0, -214.88847004622238, -394.04742462933064, -359.1745811534395, 3.66585310176, -50.0, 99.72327966834087, -500.0, 0.14481410011644869, -27.59062197431929, -343.02551148459327, -268.69610594149196, -9.954654980450936, -267.0374183058737, -195.98555929958812, -277.60581190884096, -90.90663055703067, -33.0, -306.8855818174777, -33.0, 5.587197538465184, -253.0, -175.5257007409022, -165.791330587119, -263.0814445987345, -160.2156602665783, -40.68169126342474, -193.0, -24.44355411455039, -24.565469279885388, -145.03987803682708, -350.9196879379451, -268.5546827055516, -105.64126346632878, -248.35792146623115, -386.00399007162275, -150.70292342454206, -403.9927510870121, -337.568382602185, -31.458491872996046, -209.84827042713547, -191.38572138920438, -49.0, -125.09274430572967, -334.75566052272967, -117.55948514491317, -35.0, -74.62915857344314, -344.477902658284, -207.96864192187797, -170.77879394562677, -230.91513843834403, -136.76657177989858, -159.19337379932418, -20.0, -100.0, -22.0, 39.79963339151108, -186.19028435647482, -24.0, -5.759205263107695, -148.11336677521496]","[500, 500, 20, 272, 27, 500, 500, 32, 500, 15, 500, 500, 18, 175, 500, 500, 500, 24, 500, 31, 500, 134, 500, 42, 500, 136, 387, 65, 34, 500, 500, 53, 500, 500, 79, 17, 114, 84, 75, 500, 500, 481, 23, 61, 204, 500, 31, 500, 500, 500, 149, 500, 224, 389, 230, 33, 500, 33, 342, 254, 307, 376, 500, 275, 500, 193, 34, 148, 342, 455, 500, 500, 406, 500, 500, 500, 500, 44, 500, 500, 49, 500, 500, 374, 35, 205, 500, 500, 393, 258, 500, 500, 20, 103, 22, 178, 210, 24, 447, 500]",1.410057391602558,7.993685683956355,0.22390945357989436,54.30612731088535,0.0,56361.117,144.958,166.454,49082.747,31908.648,256.043,61.805,49020,49020,49020,49020,40.224418604651156,8.848837209302326,1.5187500000000005,0.00010000000000000003,63.46253674209759,-0.13028752727494125,63.56097072888446,0.38058143895800395,0.020973544119812223,2.8401833559877128,0.0
99.72327966834087,-500.0,-141.9074276573904,313.09,27,19,57190,0,57190,False,170,7,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-38-29,1639431509,58.846641540527344,428.93404841423035,11061,0b17c14f4ddd,172.17.0.4,428.93404841423035,0,7,"[-61.0, -34.0, -241.12131148949268, -341.5616377038281, 11.449142120778593, -212.73053130134966, -195.500630930066, -65.0, -17.0, -38.68854960799209, -69.95593483746048, -75.0, -214.88847004622238, -394.04742462933064, -359.1745811534395, 3.66585310176, -50.0, 99.72327966834087, -500.0, 0.14481410011644869, -27.59062197431929, -343.02551148459327, -268.69610594149196, -9.954654980450936, -267.0374183058737, -195.98555929958812, -277.60581190884096, -90.90663055703067, -33.0, -306.8855818174777, -33.0, 5.587197538465184, -253.0, -175.5257007409022, -165.791330587119, -263.0814445987345, -160.2156602665783, -40.68169126342474, -193.0, -24.44355411455039, -24.565469279885388, -145.03987803682708, -350.9196879379451, -268.5546827055516, -105.64126346632878, -248.35792146623115, -386.00399007162275, -150.70292342454206, -403.9927510870121, -337.568382602185, -31.458491872996046, -209.84827042713547, -191.38572138920438, -49.0, -125.09274430572967, -334.75566052272967, -117.55948514491317, -35.0, -74.62915857344314, -344.477902658284, -207.96864192187797, -170.77879394562677, -230.91513843834403, -136.76657177989858, -159.19337379932418, -20.0, -100.0, -22.0, 39.79963339151108, -186.19028435647482, -24.0, -5.759205263107695, -148.11336677521496, -215.59840201959005, -173.86799011760849, -211.56217407435187, -134.74495290964853, -105.36193909536371, 15.344221837818553, -137.9258163422348, -41.0, -155.0, -349.54874473810185, -347.86374546214944, -49.56080919504137, -53.614957056939716, -105.0, -161.64907376472618, -85.49587399746217, -12.743414018009075, -31.0, -1.170229136943739, -165.49049752578156, 22.106135416775437, -74.74549262598177, -46.0, -87.87609815597548, -114.93768078461272, -113.18282897770389, -68.28621212378735]","[65, 34, 500, 500, 53, 500, 500, 79, 17, 114, 84, 75, 500, 500, 481, 23, 61, 204, 500, 31, 500, 500, 500, 149, 500, 224, 389, 230, 33, 500, 33, 342, 254, 307, 376, 500, 275, 500, 193, 34, 148, 342, 455, 500, 500, 406, 500, 500, 500, 500, 44, 500, 500, 49, 500, 500, 374, 35, 205, 500, 500, 393, 258, 500, 500, 20, 103, 22, 178, 210, 24, 447, 500, 500, 470, 500, 500, 181, 318, 500, 55, 165, 500, 500, 500, 408, 113, 384, 158, 260, 31, 400, 451, 500, 281, 46, 187, 500, 393, 135]",1.400934064180317,7.987899827152313,0.2234742716503548,54.15282017951534,0.0,56867.761,143.667,166.215,49153.121,31822.997,256.733,54.351,57190,57190,57190,57190,40.07294117647059,8.854117647058823,2.2781249999999993,0.00010000000000000003,84.61533726722963,-0.11430771402133408,84.69818832438479,0.3687132853333668,0.013808106922200174,2.9638740757460234,0.0
39.79963339151108,-403.9927510870121,-138.309876049019,317.09,31,19,65360,0,65360,False,201,8,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-39-29,1639431569,59.499720335006714,488.43376874923706,11061,0b17c14f4ddd,172.17.0.4,488.43376874923706,0,8,"[5.587197538465184, -253.0, -175.5257007409022, -165.791330587119, -263.0814445987345, -160.2156602665783, -40.68169126342474, -193.0, -24.44355411455039, -24.565469279885388, -145.03987803682708, -350.9196879379451, -268.5546827055516, -105.64126346632878, -248.35792146623115, -386.00399007162275, -150.70292342454206, -403.9927510870121, -337.568382602185, -31.458491872996046, -209.84827042713547, -191.38572138920438, -49.0, -125.09274430572967, -334.75566052272967, -117.55948514491317, -35.0, -74.62915857344314, -344.477902658284, -207.96864192187797, -170.77879394562677, -230.91513843834403, -136.76657177989858, -159.19337379932418, -20.0, -100.0, -22.0, 39.79963339151108, -186.19028435647482, -24.0, -5.759205263107695, -148.11336677521496, -215.59840201959005, -173.86799011760849, -211.56217407435187, -134.74495290964853, -105.36193909536371, 15.344221837818553, -137.9258163422348, -41.0, -155.0, -349.54874473810185, -347.86374546214944, -49.56080919504137, -53.614957056939716, -105.0, -161.64907376472618, -85.49587399746217, -12.743414018009075, -31.0, -1.170229136943739, -165.49049752578156, 22.106135416775437, -74.74549262598177, -46.0, -87.87609815597548, -114.93768078461272, -113.18282897770389, -68.28621212378735, -214.9054584018889, -189.85834543138213, -116.34558723289724, -29.535482969446168, -356.479108039386, -78.74803814826686, -214.71020218654778, -172.5485741369858, -33.42305184528234, -401.4055840208397, -59.02699940802641, -34.0, -331.2221313601984, -67.70635868442781, -112.32807461917388, -77.0, -160.94669556641747, -61.609559644013544, 0.7634819996139806, -43.07756300597917, -183.26494936272525, -121.32213323935869, -77.45049741928973, -33.0, -110.68390424718058, -62.91731186770077, -161.43316527971734, -73.63661160727217, -94.69689211350625, -403.7378272674979, -172.36209303491955]","[342, 254, 307, 376, 500, 275, 500, 193, 34, 148, 342, 455, 500, 500, 406, 500, 500, 500, 500, 44, 500, 500, 49, 500, 500, 374, 35, 205, 500, 500, 393, 258, 500, 500, 20, 103, 22, 178, 210, 24, 447, 500, 500, 470, 500, 500, 181, 318, 500, 55, 165, 500, 500, 500, 408, 113, 384, 158, 260, 31, 400, 451, 500, 281, 46, 187, 500, 393, 135, 497, 363, 300, 58, 500, 112, 500, 500, 71, 500, 117, 34, 435, 102, 420, 95, 296, 149, 185, 97, 377, 158, 122, 33, 467, 158, 381, 252, 500, 500, 500]",1.3859277901537603,7.989153732028538,0.22330911686512825,53.81734300311047,0.0,57142.217,142.977,165.824,49269.168,31827.764,256.694,48.616,65360,65360,65360,65360,40.86190476190476,8.852380952380951,2.2781249999999993,0.00010000000000000003,85.68311901502712,-0.10964246473365254,85.75929515797604,0.42221069842256526,0.014690273730800986,2.9870306312396964,0.0
81.0300604142248,-500.0,-125.2958459543787,298.08,25,19,73530,0,73530,False,226,9,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-40-31,1639431631,61.598097801208496,550.0318665504456,11061,0b17c14f4ddd,172.17.0.4,550.0318665504456,0,9,"[-117.55948514491317, -35.0, -74.62915857344314, -344.477902658284, -207.96864192187797, -170.77879394562677, -230.91513843834403, -136.76657177989858, -159.19337379932418, -20.0, -100.0, -22.0, 39.79963339151108, -186.19028435647482, -24.0, -5.759205263107695, -148.11336677521496, -215.59840201959005, -173.86799011760849, -211.56217407435187, -134.74495290964853, -105.36193909536371, 15.344221837818553, -137.9258163422348, -41.0, -155.0, -349.54874473810185, -347.86374546214944, -49.56080919504137, -53.614957056939716, -105.0, -161.64907376472618, -85.49587399746217, -12.743414018009075, -31.0, -1.170229136943739, -165.49049752578156, 22.106135416775437, -74.74549262598177, -46.0, -87.87609815597548, -114.93768078461272, -113.18282897770389, -68.28621212378735, -214.9054584018889, -189.85834543138213, -116.34558723289724, -29.535482969446168, -356.479108039386, -78.74803814826686, -214.71020218654778, -172.5485741369858, -33.42305184528234, -401.4055840208397, -59.02699940802641, -34.0, -331.2221313601984, -67.70635868442781, -112.32807461917388, -77.0, -160.94669556641747, -61.609559644013544, 0.7634819996139806, -43.07756300597917, -183.26494936272525, -121.32213323935869, -77.45049741928973, -33.0, -110.68390424718058, -62.91731186770077, -161.43316527971734, -73.63661160727217, -94.69689211350625, -403.7378272674979, -172.36209303491955, 1.4573619000914269, 19.155536514787975, -202.23408925393545, -89.0, -63.64486381372165, -500.0, -152.0, -316.5658249268919, -73.78278700980178, -470.10531814768905, -178.33326241011162, -237.2996566543045, -93.32525137929304, -130.88117337792994, -92.0, -31.86990090950609, -34.0, -58.41787560284136, 28.68442748111146, 81.0300604142248, -83.83326527204824, -123.31050126431313, -31.11573904783531, -393.4238836377661, -106.82100676696578]","[374, 35, 205, 500, 500, 393, 258, 500, 500, 20, 103, 22, 178, 210, 24, 447, 500, 500, 470, 500, 500, 181, 318, 500, 55, 165, 500, 500, 500, 408, 113, 384, 158, 260, 31, 400, 451, 500, 281, 46, 187, 500, 393, 135, 497, 363, 300, 58, 500, 112, 500, 500, 71, 500, 117, 34, 435, 102, 420, 95, 296, 149, 185, 97, 377, 158, 122, 33, 467, 158, 381, 252, 500, 500, 500, 500, 415, 457, 101, 77, 500, 176, 500, 211, 500, 219, 500, 186, 500, 97, 86, 34, 71, 198, 247, 128, 431, 458, 500, 232]",1.401244637430934,7.988680890511745,0.2234429821990652,53.5006472428314,0.0,57607.703,141.821,165.896,49247.834,31872.977,256.33,44.18,73530,73530,73530,73530,38.88977272727272,8.907954545454546,2.2781249999999993,0.00010000000000000003,71.90399705825314,-0.120629915603066,71.9914050850817,0.4221728947534356,0.014582979749332436,2.979087624498593,0.0
81.0300604142248,-500.0,-115.19867237533734,294.9,28,19,81700,0,81700,False,254,10,efd2e_00000,3b783651ce2243c2a4201d45695216f4,2021-12-13_21-41-33,1639431693,62.017683267593384,612.0495498180389,11061,0b17c14f4ddd,172.17.0.4,612.0495498180389,0,10,"[-49.56080919504137, -53.614957056939716, -105.0, -161.64907376472618, -85.49587399746217, -12.743414018009075, -31.0, -1.170229136943739, -165.49049752578156, 22.106135416775437, -74.74549262598177, -46.0, -87.87609815597548, -114.93768078461272, -113.18282897770389, -68.28621212378735, -214.9054584018889, -189.85834543138213, -116.34558723289724, -29.535482969446168, -356.479108039386, -78.74803814826686, -214.71020218654778, -172.5485741369858, -33.42305184528234, -401.4055840208397, -59.02699940802641, -34.0, -331.2221313601984, -67.70635868442781, -112.32807461917388, -77.0, -160.94669556641747, -61.609559644013544, 0.7634819996139806, -43.07756300597917, -183.26494936272525, -121.32213323935869, -77.45049741928973, -33.0, -110.68390424718058, -62.91731186770077, -161.43316527971734, -73.63661160727217, -94.69689211350625, -403.7378272674979, -172.36209303491955, 1.4573619000914269, 19.155536514787975, -202.23408925393545, -89.0, -63.64486381372165, -500.0, -152.0, -316.5658249268919, -73.78278700980178, -470.10531814768905, -178.33326241011162, -237.2996566543045, -93.32525137929304, -130.88117337792994, -92.0, -31.86990090950609, -34.0, -58.41787560284136, 28.68442748111146, 81.0300604142248, -83.83326527204824, -123.31050126431313, -31.11573904783531, -393.4238836377661, -106.82100676696578, 42.771262818352966, -90.9575330379295, -113.23336597159482, -20.079985977128494, -42.0, -100.32282487950016, -0.9387903113890204, -192.66574239730815, -254.6567075675505, -66.26705074682813, -60.08079171343285, -73.9955546843755, -64.27283687517038, -121.06732395270086, -245.72159062770368, -216.86179786486792, -72.21976590529067, -13.205606825203027, -37.298072297126055, -9.447752107162234, -72.68906805104743, -177.01934291183542, -218.51297987676992, -249.0, -146.88839285749418, -11.906681560556258, 7.037071232723321, -169.46324933320295]","[500, 408, 113, 384, 158, 260, 31, 400, 451, 500, 281, 46, 187, 500, 393, 135, 497, 363, 300, 58, 500, 112, 500, 500, 71, 500, 117, 34, 435, 102, 420, 95, 296, 149, 185, 97, 377, 158, 122, 33, 467, 158, 381, 252, 500, 500, 500, 500, 415, 457, 101, 77, 500, 176, 500, 211, 500, 219, 500, 186, 500, 97, 86, 34, 71, 198, 247, 128, 431, 458, 500, 232, 225, 500, 282, 500, 42, 500, 500, 280, 500, 449, 116, 378, 86, 500, 383, 500, 298, 227, 47, 36, 102, 500, 323, 251, 321, 105, 500, 189]",1.4222531203615105,7.990687974773679,0.22311619940762292,53.362073241752476,0.0,58044.13,140.755,165.26,49437.399,31924.995,255.912,40.773,81700,81700,81700,81700,38.98651685393258,8.865168539325841,2.2781249999999993,0.00010000000000000003,132.01487886572397,-0.09879980921264618,132.08398474416424,0.46726459376914525,0.0130340096120778,3.1061258064803257,0.0
